1,1,1,2023-01-01
2,1,2,2023-01-01
3,1,3,2023-01-01
4,1,4,2023-01-01
5,1,5,2023-01-01
6,2,6,2023-01-02
7,2,7,2023-01-02
8,2,8,2023-01-02
9,2,9,2023-01-02
10,2,10,2023-01-02
11,3,11,2023-01-03
12,3,12,2023-01-03
13,3,13,2023-01-03
14,3,14,2023-01-03
15,3,15,2023-01-03
16,4,16,2023-01-04
17,4,17,2023-01-04
18,4,18,2023-01-04
19,4,19,2023-01-04
20,4,20,2023-01-04
21,5,21,2023-01-05
22,5,22,2023-01-05
23,5,23,2023-01-05
24,5,24,2023-01-05
25,5,25,2023-01-05
26,6,26,2023-01-06
27,6,27,2023-01-06
28,6,28,2023-01-06
29,6,29,2023-01-06
30,6,30,2023-01-06
31,7,31,2023-01-07
32,7,32,2023-01-07
33,7,33,2023-01-07
34,7,34,2023-01-07
35,7,35,2023-01-07
36,8,36,2023-01-08
37,8,37,2023-01-08
38,8,38,2023-01-08
39,8,39,2023-01-08
40,8,40,2023-01-08
41,9,41,2023-01-09
42,9,42,2023-01-09
43,9,43,2023-01-09
44,9,44,2023-01-09
45,9,45,2023-01-09
46,10,46,2023-01-10
47,10,47,2023-01-10
48,10,48,2023-01-10
49,10,49,2023-01-10
50,10,50,2023-01-10
51,11,51,2023-01-11
52,11,52,2023-01-11
53,11,53,2023-01-11
54,11,54,2023-01-11
55,11,55,2023-01-11
56,12,56,2023-01-12
57,12,57,2023-01-12
58,12,58,2023-01-12
59,12,59,2023-01-12
60,12,60,2023-01-12
61,13,61,2023-01-13
62,13,62,2023-01-13
63,13,63,2023-01-13
64,13,64,2023-01-13
65,13,65,2023-01-13
66,14,66,2023-01-14
67,14,67,2023-01-14
68,14,68,2023-01-14
69,14,69,2023-01-14
70,14,70,2023-01-14
71,15,71,2023-01-15
72,15,72,2023-01-15
73,15,73,2023-01-15
74,15,74,2023-01-15
75,15,75,2023-01-15
76,16,76,2023-01-16
77,16,77,2023-01-16
78,16,78,2023-01-16
79,16,79,2023-01-16
80,16,80,2023-01-16
81,17,81,2023-01-17
82,17,82,2023-01-17
83,17,83,2023-01-17
84,17,84,2023-01-17
85,17,85,2023-01-17
86,18,86,2023-01-18
87,18,87,2023-01-18
88,18,88,2023-01-18
89,18,89,2023-01-18
90,18,90,2023-01-18
91,19,91,2023-01-19
92,19,92,2023-01-19
93,19,93,2023-01-19
94,19,94,2023-01-19
95,19,95,2023-01-19
96,20,96,2023-01-20
97,20,97,2023-01-20
98,20,98,2023-01-20
99,20,99,2023-01-20
100,20,100,2023-01-20
101,21,101,2023-01-21
102,21,102,2023-01-21
103,21,103,2023-01-21
104,21,104,2023-01-21
105,21,105,2023-01-21
106,22,106,2023-01-22
107,22,107,2023-01-22
108,22,108,2023-01-22
109,22,109,2023-01-22
110,22,110,2023-01-22
111,23,111,2023-01-23
112,23,112,2023-01-23
113,23,113,2023-01-23
114,23,114,2023-01-23
115,23,115,2023-01-23
116,24,116,2023-01-24
117,24,117,2023-01-24
118,24,118,2023-01-24
119,24,119,2023-01-24
120,24,120,2023-01-24
121,25,121,2023-01-25
122,25,122,2023-01-25
123,25,123,2023-01-25
124,25,124,2023-01-25
125,25,125,2023-01-25
126,26,126,2023-01-26
127,26,127,2023-01-26
128,26,128,2023-01-26
129,26,129,2023-01-26
130,26,130,2023-01-26
131,27,131,2023-01-27
132,27,132,2023-01-27
133,27,133,2023-01-27
134,27,134,2023-01-27
135,27,135,2023-01-27
136,28,136,2023-01-28
137,28,137,2023-01-28
138,28,138,2023-01-28
139,28,139,2023-01-28
140,28,140,2023-01-28
141,29,141,2023-01-29
142,29,142,2023-01-29
143,29,143,2023-01-29
144,29,144,2023-01-29
145,29,145,2023-01-29
146,30,146,2023-01-30
147,30,147,2023-01-30
148,30,148,2023-01-30
149,30,149,2023-01-30
150,30,150,2023-01-30
151,31,151,2023-01-31
152,31,152,2023-01-31
153,31,153,2023-01-31
154,31,154,2023-01-31
155,31,155,2023-01-31
156,32,156,2023-02-01
157,32,157,2023-02-01
158,32,158,2023-02-01
159,32,159,2023-02-01
160,32,160,2023-02-01
161,33,161,2023-02-02
162,33,162,2023-02-02
163,33,163,2023-02-02
164,33,164,2023-02-02
165,33,165,2023-02-02
166,34,166,2023-02-03
167,34,167,2023-02-03
168,34,168,2023-02-03
169,34,169,2023-02-03
170,34,170,2023-02-03
171,35,171,2023-02-04
172,35,172,2023-02-04
173,35,173,2023-02-04
174,35,174,2023-02-04
175,35,175,2023-02-04
176,36,176,2023-02-05
177,36,177,2023-02-05
178,36,178,2023-02-05
179,36,179,2023-02-05
180,36,180,2023-02-05
181,37,181,2023-02-06
182,37,182,2023-02-06
183,37,183,2023-02-06
184,37,184,2023-02-06
185,37,185,2023-02-06
186,38,186,2023-02-07
187,38,187,2023-02-07
188,38,188,2023-02-07
189,38,189,2023-02-07
190,38,190,2023-02-07
191,39,191,2023-02-08
192,39,192,2023-02-08
193,39,193,2023-02-08
194,39,194,2023-02-08
195,39,195,2023-02-08
196,40,196,2023-02-09
197,40,197,2023-02-09
198,40,198,2023-02-09
199,40,199,2023-02-09
200,40,200,2023-02-09
201,41,201,2023-02-10
202,41,202,2023-02-10
203,41,203,2023-02-10
204,41,204,2023-02-10
205,41,205,2023-02-10
206,42,206,2023-02-11
207,42,207,2023-02-11
208,42,208,2023-02-11
209,42,209,2023-02-11
210,42,210,2023-02-11
211,43,211,2023-02-12
